212762000,cargo,LUNAMAR 
212795000,cargo,WILSON SUND 
212797000,cargo,ISOLDA 
212801000,cargo,PAIVI 
212819000,cargo-hazarda(major),OPDR LISBOA 
212836000,cargo,ISADORA 
212852000,cargo,ONEGO PIONEER 
212933000,cargo-hazarda(major),ATLANTIC PROGRESS 
212934000,cargo,IRMA 
212942000,cargo,PRAETORIUS 
212947000,tanker,ROSSINI 
215029000,tanker,MUBARIZ IBRAHIMOV 
215037000,cargo,
215039000,cargo,EVGENIA 
215041000,cargo,POLYMNIA 
215047000,cargo,ALTHEA 
215061000,cargo,WILSON NANJING 
215062000,cargo,WILSON NEWCASTLE 
215064000,tanker-hazarda(major),DAVIKEN 
215096000,tanker,BALTIC SKY I 
215110000,tanker,BALTIC SOUL 
215116000,cargo,KAPTAN ARIF BAYRAKTR 
215135000,tanker,BOMAR VENUS 
215136000,cargo,FATIH 
215142000,tanker,SEARACER 
215166000,tanker-hazardb,CAPTAIN NAGDALIYEV 
215182000,tanker,SILVER POINT 
215193000,tanker,GOLD POINT 
215194000,tanker-hazardb,MED BALTIC 
215211000,tanker,KEY FIGHTER 
215220000,tanker-hazarda(major),SEAPROMISE 
215234000,tanker-hazarda(major),YM MARS 
215263000,tanker-hazardc(minor),SEAMERIT 
215268000,cargo,PESSADA 
215287000,tanker,VILAMOURA 
215317000,cargo,EIRINI K 
215329000,tanker-hazardd(recognizable),JENNY I 
215359000,cargo,NAJLAND 
215375000,tanker-hazardb,M\T GEORGIA 
215389000,tanker-hazarda(major),M/T GOVIKEN 
215400000,cargo,OSOGOVO 
215420000,cargo-hazarda(major),ATLANTIC ACTION 
215477000,tanker,BESIKTAS CHAMPION 
215522000,cargo,ALINDA 
215535000,tanker,SEASCOUT 
215539000,cargo,BALGARKA 
215545000,tanker,ISABELLA 
215555000,tanker,SURFER ROSA 
215566000,cargo,PALMALI DISCOVERY 
215579000,cargo,WILSON MALM 
215581000,tanker-hazardb,R.C BEHAR 
215654000,cargo,TONGALA 
215676000,cargo,ORDU 
215678000,cargo,ARTVIN 
215681000,tanker,KEREL 
215760000,tanker-hazardd(recognizable),PECHORA STAR 
215771000,cargo,MAINE TRADER 
215781000,tanker-hazarda(major),SEABORN 
215811000,tanker-hazardd(recognizable),SEASONG 
215819000,tanker,TOUR MARGAUX 
215870000,tanker,BALTIC WAVE 
215872000,tanker,SELIN D 
215891000,cargo-hazarda(major),CATHARINA SCHULTE 
215901000,cargo,ILYAS EFENDIYEV 
215937000,tanker-hazardb,YM EARTH 
218019000,tanker,SEACOD 
218024000,cargo,GLASGOW EXPRESS 
218025000,cargo,LIVERPOOL EXPRESS 
218042000,cargo,OSAKA EXPRESS 
218108000,cargo,ESHIP1 
218158000,cargo,BREMEN EXPRESS 
218176000,cargo,MAIKE 
218179000,cargo,ILKA 
218284000,cargo,KUALA LUMPUR EXPRESS 
218292000,tanker,SEAPIKE 
218359000,fishing,FV ANNIE HILLINA 
218426000,cargo,HONG KONG EXPRESS 
218427000,cargo,SHANGHAI EXPRESS 
218430000,other,WERNER MOBIUS 
218474000,cargo-hazardb,ESSEN EXPRESS 
218551000,tanker,SEABASS 
218552000,cargo,CAP SAN AUGUSTIN 
218565000,cargo,LEVERKUSEN EXPRESS 
218566000,cargo-hazarda(major),LUDWIGSHAFEN EXPRESS 
218615000,cargo,BREMER FORTUNA 
218629000,cargo,BBC SWITZERLAND 
218649000,tanker,ISARSTERN 
218774000,cargo,HAMBURG EXPRESS 
218776000,cargo-hazarda(major),NEW YORK EXPRESS 
218791000,cargo,ANTWERPEN EXPRESS 
218793000,cargo,BBC MAPLE LOTTA 
218810000,cargo-hazarda(major),LONGAVI 
219014000,tanker,TORM LOUISE 
219017843,fishing,CATTLEYA 
219018271,cargo-hazarda(major),MAERSKMCKINNEYMOLLER 
219018501,cargo,MAJESTIC MAERSK 
219018692,cargo-hazarda(major),MARY MAERSK 
219018765,cargo,MARIE MAERSK 
219018864,cargo,MADISON MAERSK 
219018986,cargo,MAGLEBY MAERSK 
219019094,cargo,MARIBO MAERSK 
219019139,cargo,MARSTAL MAERSK 
219019365,cargo-hazarda(major),MATZ MAERSK 
219021000,cargo-hazarda(major),MUNKEBO MAERSK 
219104000,militaryops,F362 PETER WILLEMOES 
219116000,cargo,SEAGO ISTANBUL 
219117000,cargo-hazarda(major),SEAGO PIRAEUS 
219118000,cargo,SEAGO BREMERHAVEN 
219124000,tanker,MAERSK BRISTOL 
219196000,cargo,SEAGO FELIXSTOWE 
219215000,cargo-hazarda(major),MAERSK BROOKLYN 
219216000,cargo,SEAGO ANTWERP 
219269000,tanker-hazardb,M/T CARLA MAERSK 
219291000,tanker,NORD HUMMOCK 
219298000,dredger,BALDER R 
219397000,tanker,MAERSK EDGAR 
219426000,tanker,ENDELO SWAN 
219479000,tanker-hazardb,LESSOW SWAN 
219482000,tanker,BRO SINCERO 
219558000,tanker,JS GREENSTONE 
219560000,passenger,STENA FLAVIA 
219573000,dredger,THOR R 
219577000,tanker,MAERSK ETIENNE 
219578000,cargo,MAYVIEW MAERSK 
219581000,cargo-hazarda(major),MERETE MAERSK 
219609000,cargo,MORTEN MAERSK 
219620000,cargo,MAREN MAERSK 
219621000,fishing,ANETTE DAHL 
219629000,cargo,MARGRETHE MAERSK 
219630000,cargo-hazardc(minor),MARCHEN MAERSK 
219631000,cargo,METTE MAERSK 
219632000,cargo-hazarda(major),MARIT MAERSK 
219646000,cargo,MATHILDE MAERSK 
219683000,tanker-hazarda(major),CELTIC GAS 
219825000,cargo,BRITANNIA SEAWAYS 
219884000,cargo,NORA MAERSK 
219927000,cargo,ARK FUTURA 
220002000,tanker,ELSE MARIE THERESA 
220005000,cargo,LUNA MAERSK 
220010000,cargo,MOGENS MAERSK 
220016000,tanker,AMAK SWAN 
220052000,tanker,MARIA THERESA 
220092000,sailingvessel,OCEANS OF HOPE 
220124000,tug,WESTSUND 
220235000,tanker,NORDIC NORA 
220236000,tanker,NORDIC NADJA 
220301000,tanker-hazarda(major),HAFNIA ATLANTIC 
220387000,cargo,DAN FIGHTER 
220396000,tanker,TORM CAROLINE 
220417000,cargo,EMMA MAERSK 
220439000,cargo,FREM NORDICA 
220448000,tanker,NORD MERMAID 
220478000,cargo-hazarda(major),ESTELLE MAERSK 
220479000,tanker,BRO NYBORG 
220487000,cargo,SINE BRES 
220495000,tanker,BRO NIBE 
220496000,cargo-hazarda(major),EVELYN MAERSK 
220497000,cargo-hazarda(major),EBBA MAERSK 
220498000,tanker,BRO NORDBY 
220499000,cargo-hazarda(major),ELLY MAERSK 
220500000,tanker,BRO NAKSKOV 
220501000,cargo-hazarda(major),EDITH MAERSK 
220502000,tanker-hazarda(major),BRO NUUK 
220503000,cargo-hazarda(major),EUGEN MAERSK 
220506000,cargo,BIRTHE BRES 
220513000,tanker,NORD BELL 
220514000,tanker,ORASUND 
220515000,tanker,RIKKE THERESA 
220530000,tanker,KIRSTEN MAERSK 
220540000,cargo,NINA BRES 
220560000,tanker-hazarda(major),TORM REPUBLICAN 
220564000,tanker,TORM MADISON 
220565000,tanker,TORM KANSAS 
220566000,tanker-hazarda(major),TORM HORIZON 
220570000,tanker,TORM SAONE 
220598000,cargo-hazarda(major),GERDA MAERSK 
220603000,tanker,TORM LAURA 
220625000,tanker,CHARLOTTE THERESA 
220638000,tanker,TORM GYDA 
220644000,tanker,ERRIA SWAN 
220648000,tanker,KARINA THERESA 
224017460,fishing,CARABA 
224029000,cargo,BOUZAS 
224038000,fishing,O XAN 
224040000,fishing,JESUS DE BELEN 
224045260,fishing,F/V CANTO NUEVO 
224052970,fishing,SUKARI PRIMERO 
224057830,fishing,IZURDIA MAITEA 
224067130,fishing,VILLASELAN 
224081790,fishing,ALMIKEKO AMA 
224113270,fishing,NUEVO MADRE ROSAURA 
224130870,fishing,HERMANOS BUSTO 
224141980,fishing,IDURRE BERRIA 
224196160,fishing,ASTISOL 
224304000,tanker,TOLEDO SPIRIT 
224365000,tanker,GUANARTEME 
224376000,cargo,ANZORAS 
224389000,fishing,NUEVO LAREDO 
224499000,cargo,SUAR VIGO 
224509000,cargo,LAIDA 
224548000,cargo,GALICIA 
224612000,sar,JUAN DE LA COSA 
224641000,cargo,GRAN CANARIA CAR 
224655000,cargo,ENCOFRADOR 
224750000,cargo,CEMENTOS CANTABRICO 
225328000,cargo,BOUGA 
225329000,cargo,BARIZO 
225370000,cargo,MEDAL 
225371000,cargo,MUROS 
225383000,other,NATO WARSHIP 
225390000,cargo,ALBIZ 
225462000,cargo,SUA 
226000000,tanker,ASTERION 
226002760,unknown,INTRAITABLE 
226004000,fishing,F/V MELISSA III 
226010880,other,LOIRE PRINCESSE 
226084000,fishing,F/V KADEGE 
226105000,fishing,F/V ROSELEND 
226150000,fishing,F/V BLACK PEARL 
226158000,fishing,F/V JULIEN COLEOU 
226177000,fishing,F/V BUCCIN 
226178000,fishing,L AR VOALEDEN 
226179000,fishing,F/V HORIZON 
226199000,unknown,F/V ETOILE D ARVOR 2
226216000,fishing,FV DAMIEN FLORENT 
226243000,fishing,F/V PLUTON 
226263000,sar,ABEILLE BOURBON 
226267000,fishing,BARA PEMDEZ II 
226318000,passenger,CAP FINISTERE 
226321000,cargo,CMACGM FORT ST GEORG 
226323000,cargo-hazarda(major),CMACGM FORT ST MARIE 
226324000,cargo-hazarda(major),MARFRET GUYANE 
226326000,cargo,CMACGM FORT ST LOUIS 
226328000,cargo-hazarda(major),CMA CGM F. ST PIERRE 
226338000,passenger,BAIE DE SEINE 
227000000,unknown,
227001450,passenger,SAINT TUDY 
227001510,sar,SNS083 
227002330,passenger,ANDRE COLIN 
227002630,unknown,ENEZ SUN 3 
227002960,tug,GUERANDE 
227003050,passenger,ENEZ EUSSA 3 
227003150,sar,ILE D OUESSANT 
227003560,sar,SNS127 
227003630,sar,SNS 242 D DORVES 
227003750,passenger,VINDILIS 
227003850,dredger,COTES DE BRETAGNE 
227003880,sar,SNS 125 
227004180,sar,LA PORTSALLAISE 
227004390,tug,COGNAC 
227004410,pilotvessel,JEAN CAM 
227004570,sar,SNS068 
227004660,tug,VB POULIGUEN 
227004900,passenger,INSULA OYA 2 
227005270,tug,VB SAINT MARC 
227005550,pilotvessel,BREST-PILOTE 
227006750,tug,ROBUSTE 
227007760,pilotvessel,COLONEL PICOT 2 
227008170,unknown,MOLENEZ 
227008670,sar,SNS 286 
227009310,sar,N.D. DE ROCAMADOUR 
227009320,sar,SNSM MARGODIG 
227009430,other,SAINT GERMAIN 
227009990,tug,RM MOULIS
227010230,other,GWELENN 
227011870,sailingvessel,BIDDULPHIA
227016100,localvessel,DORA 
227017600,pilotvessel,
227019140,sar,DEOMDEISNS607
227022600,unknown,VLADIVOSTOK 
227023100,passenger,MONT SAINT MICHEL 
227029970,pleasurecraft,IBIS3
227032950,unknown,AMADEUS
227043970,sailingvessel,JERANA
227047880,sailingvessel,PLANETE
227051000,sailingvessel,BELEM 
227056460,other,EMPEDOCLE 
227057370,unknown,SNS615 ARGENTON
227058180,unknown,FANNY DE LANINON
227059160,sailingvessel,MAYUKO
227060680,sailingvessel,COLUMBUS CIRCLE
227062780,militaryops,BOURRE PIF
227065530,sailingvessel,BLUE BENDA
227068140,unknown,PLANET MIGO
227069470,sailingvessel,KERMOOR
227070250,unknown,FOGGY DEW
227071310,sailingvessel,VIRGINIE HERIOT
227072550,sailingvessel,BASTIDE OTIO SOLO
227078960,sailingvessel,VENDEE 1
227078970,sailingvessel,TEAM VENDEE
227081120,sailingvessel,MORVRAN 6
227088590,sailingvessel,ERMINIG
227091000,other,COTES DE LA MANCHE 
227094750,sailingvessel,TOUVA
227104210,sailingvessel,BLEI MOR
227108900,fishing,L AMBRE
227113100,fishing,MENEZ DU
227114300,fishing,F/V MEN_GWEN 
227114630,sailingvessel,EKI HAIZEA
227116100,fishing,F/V MALUKA 
227118500,fishing,F/V OURANOS 
227118700,fishing,F/V LE BREIZH 
227120320,sailingvessel,LION DES FLANDRES BR
227123700,fishing,F/V LA ROUMASSE 
227127750,sailingvessel,ADELAIDE V
227127900,fishing,F/V GAELIK 
227128800,fishing,F/V COTE D AMBRE 
227132470,sailingvessel,PAMPERO
227133520,sailingvessel,SWINHOE
227138600,fishing,F/V LIBERTAD
227142200,fishing,F/V TXIMISTARRI 2 
227142300,fishing,FV ERISPOE 
227143600,fishing,F/V TH0MAS NICOLAS 2 
227143900,fishing,BARA AN TY 
227144300,fishing,F/V ETOILE DU BERGER 
227144500,fishing,ITASCA 
227145190,unknown,CROQUE SOUS TWO
227145700,fishing,FV_BARA_LODENN 
227146400,fishing,F/V SAINT-JEAN PPN 
227148000,dredger,LANGEVIN 
227149730,pleasurecraft,YUME
227158280,sailingvessel,SOFT MACHINE
227158520,passenger,LOLA 
227162120,unknown,MAEVA
227162950,pleasurecraft,RESOLUTION
227163870,sailingvessel,TORR PENN
227167050,sailingvessel,DOLENN
227169310,sailingvessel,FISSA
227175090,sailingvessel,CESYM
227177420,fishing,LE CHALLENGER
227178330,sailingvessel,LOMIG SOLO SAILOR
227178370,sailingvessel,ROSYNAMA II
227184260,sailingvessel,ELEUTHERA
227185340,unknown,GWENNBRAZ
227185540,sailingvessel,VIRGULE
227188250,sailingvessel,LYLY
227191950,sailingvessel,INITIATIVES SOLO
227193740,pleasurecraft,NYX 2
227199080,sailingvessel,BICHE
227211050,unknown,L INFERNAL
227214920,sailingvessel,TIR NA NOG
227217470,other,L ILE DUMET 
227221130,sailingvessel,KARA
227222000,other,ATALANTE 
227224480,unknown,WESTWARD
227226450,pleasurecraft,ANN FLO 3
227227410,sailingvessel,AD-HOC
227227590,sailingvessel,GERMAINE1882
227229070,sailingvessel,FRISCO
227229850,sailingvessel,MARJATIS
227232410,sailingvessel,CELTICS
227243810,unknown,ZEPHYRIN - SOLO SAIL
227245210,sailingvessel,AVEL MAT III
227258290,pleasurecraft,CHEFCHAOUEN
227263970,pleasurecraft,FORGET ME NOT
227265650,sar,SNS641
227270000,unknown,THALIA 
227275870,sailingvessel,CALLINAGO
227276230,pleasurecraft,NOUCHE
227277330,fishing,CHIMERE
227278000,cargo,MN TOUCAN 
227278350,sailingvessel,TRISK LLS
227278980,sailingvessel,INDEED
227280910,sailingvessel,FAROUCHE
227283010,pleasurecraft,AR BARR
227285670,sailingvessel,STARBOARD
227286000,passenger,BRETAGNE 
227288130,sailingvessel,TWAREG II
227289990,pleasurecraft,ERE HUD
227290810,sailingvessel,BRISEIS
227291510,unknown,RAPHAELLO
227294470,sailingvessel,HUNVREOU
227294530,sailingvessel,ENEZ DU
227297000,other,THALASSA 
227298110,sailingvessel,TRIBECA
227300000,fishing,F/V MIREN 
227303000,fishing,FV SANDETTIE 
227303430,fishing,STELLA
227306100,sailingvessel,LA RECOUVRANCE 
227307000,fishing,F/V MARIE-LOU 
227308000,fishing,F/V MALORICK 
227309000,fishing,F/V ABLETTE 
227310000,fishing,F/V MAGELLAN 
227310150,fishing,F/V CORAIL 
227311000,fishing,F/V L ARCHE D ALLIAN 
227312180,fishing,F/V MARIE-LOU III 
227314000,fishing,F/V ALPHAVER 
227314170,fishing,F/V JEAN PAUL 2 
227315110,fishing,AR BLEIZ
227315190,fishing,F/V FACE A LA MER
227315560,fishing,F/V SAILFORT 
227316100,fishing,JEANCANI
227317000,other,F/V SAMANA 
227317030,unknown,F/V PETITE FOLIE III
227318010,unknown,
227318170,unknown,ROXY
227319130,fishing,F/V  SEBASTIEN 3
227319490,fishing,F/V ABRI DU MARIN 
227319570,fishing,F/V LISANAIS 
227320000,fishing,F/V LOCLEADE 
227320160,fishing,P TIT- FAILLI
227320660,fishing,FLIPPER III
227321500,sailingvessel,NOEMA
227322670,fishing,ROCH AVEL
227322690,fishing,MAM GOZ
227323270,unknown,LES ALYZEES
227325680,sailingvessel,TEASING MACHINE
227327000,fishing,BARA ZUR 
227328110,pleasurecraft,TRISTAN DA CUNHA
227330000,other,F/V VIERGE DEL OCEAN 
227334960,sailingvessel,AEL GWEN
227336000,fishing,F/V RANGIROA 
227337570,sailingvessel,MAGIC KILI
227338000,fishing,F/V AGORRETA 
227338080,sailingvessel,PECAB4
227338990,sailingvessel,MAHI-MAHI SOLOSAILOR
227340000,fishing,F/V CELTICA 
227340300,sailingvessel,BLEU LEZARD
227342250,fishing,F/V MISS ELISE
227346000,fishing,F/V ILE DE SIECK 
227347000,fishing,F/V IROISE 
227349390,sailingvessel,PEN KOENT
227353790,dredger,VALBELLE
227353820,dredger,AUGUSTINE
227355000,fishing,F/V MARILUDE2 
227355190,pleasurecraft,LA GAZELLE D OR
227355680,pleasurecraft,GWENNEL
227361610,sailingvessel,INDIA SONG
227362110,pleasurecraft,L HELIAN
227363370,pleasurecraft,LEON
227364000,fishing,LE MUREX 
227365150,sailingvessel,PARHELIE
227366000,fishing,F/V LE NAUTILE 
227369960,sailingvessel,CENTAURE II
227372000,fishing,BARA DOUS 
227372930,sailingvessel,BLOSPIRIT
227375000,fishing,BARA MANN 
227376000,fishing,F\V.GD-ST-BERNARD 
227380000,fishing,F/V ASPIN 
227380730,sailingvessel,MAGIC
227382020,sailingvessel,TREIZ AVEN
227382750,pleasurecraft,LADY F VI
227383920,sailingvessel,EXCALIBUR
227384220,pleasurecraft,JADE
227385160,sailingvessel,MAYREAU
227391000,fishing,F/V EFFERA 
227391760,pleasurecraft,ANDREA
227392000,other,F/V ALYA 
227392140,sailingvessel,MACIF 24
227393000,fishing,F/V KSORA 
227394750,sailingvessel,CROMIC IV
227396000,fishing,F/V AN TRISKELL 
227396550,sailingvessel,GITANA 16
227397000,fishing,F/V ST-ALOUR 
227400140,sailingvessel,MARQUISES
227400510,sar,Y & F OLIVAUX SNS001 
227400680,fishing,F/V MA DESIRADE
227401470,dredger,SKRAVIG
227402190,pleasurecraft,VANIKORO
227406000,fishing,LE_BALBUZARD_2 
227408000,fishing,F/V LUI II 
227408710,pleasurecraft,CYTYC
227408990,unknown,RUMBA 
227409000,fishing,F/V TALION 
227410000,other,F/V TANGAROA 
227411000,fishing,F/V_LAURA 
227411830,sailingvessel,BLEUET
227412000,fishing,F/V KERSINY 
227413000,fishing,F/V PENN KALET 
227413520,sailingvessel,CHAFF UZ SOLO SAILOR
227414080,sailingvessel,LAETHOWILL 5
227414880,unknown,ELZEVIR
227414940,pleasurecraft,
227415000,other,F/V JEREMI SIMON 
227416000,fishing,FV LE BATTANT 
227426000,fishing,F/V MARE LIBERUM 
227428000,fishing,MARIE ALEXANDRA 
227430000,fishing,F/V ARVORIG 
227436000,fishing,F/V LE BARON 
227443000,fishing,F/V PROMETHEE 
227469000,fishing,F/V ECUME DES JOURS 
227472000,fishing,L ARGONAUTE 
227474000,fishing,F/V KERFLOUS 
227479000,fishing,F/V LE REQUIN BLEU 
227481000,fishing,F/V MEN GWEN 
227483000,fishing,F/V KELIG FLORIAN 
227485000,fishing,CONNEMARA 
227486000,fishing,FV HENT AR MOR 
227504120,sailingvessel,MANEVAI
227512000,fishing,F/V ALBATOR II 
227513000,fishing,F/V OKATA 
227519920,sailingvessel,KIKO SOLO SAILOR
227520000,fishing,F/V PEN KIRIAC 3 
227521960,sailingvessel,TRUGAREZ MAMM
227525020,sailingvessel,ETOILE DU TREGOR
227527550,sailingvessel,WHITE DOLPHIN
227532000,fishing,F/V GURE AMETZA 
227534410,unknown,CAP JUBY
227536540,sailingvessel,PASSAGER DU VENT 2
227536950,unknown,RARA AVIS 
227541490,sailingvessel,ULYSSE DE BREST
227546430,sailingvessel,CERCLE VERT
227546690,sailingvessel,MOR BIC
227546740,sailingvessel,THRALL RACING SOLO
227547820,unknown,ALI SOLO SAILOR
227547920,sailingvessel,ILONA
227547990,unknown,CHOU FLEUR SOLO SAIL
227548120,sailingvessel,CYRANO
227549140,sailingvessel,FAUN ENVIRONNEMENT
227549450,sailingvessel,SAFERAIL SOLO SAILOR
227549890,sailingvessel,LAITERIE MALO-ESPOIR
227550490,sailingvessel,CRAZY CRAZY
227550850,unknown,APACHE
227551320,sailingvessel,NORDMAOR
227553430,unknown,CENTUN
227558000,fishing,F/V BOREE AL 
227561000,fishing,F/V STERNE III 
227563000,fishing,F/V MARIAL 
227566870,sailingvessel,JOANNA
227567680,fishing,PERZEL
227569380,fishing,ASTA BUEN
227570000,fishing,F/V IBARDIN 
227570560,sailingvessel,CAPELLA 8
227571190,fishing,STELLACH
227573170,sailingvessel,PHYSALIS
227573440,fishing,F/V JIMORHAN 
227573960,fishing,F/V YOUL VAT 
227574000,fishing,F/V FILLE DU SUET 
227574020,passenger,TIBIDY 
227575000,fishing,F\V TENIA 
227577000,fishing,F/V JUDINE 
227578460,fishing,LEZ BREIZH
227579000,fishing,F/V MISS JACQUELINE2 
227579930,unknown,PORT DE CAEN OUISTRE
227580280,sailingvessel,SIBELIUS SOLO SAILOR
227580520,passenger,LOUARN 
227581000,fishing,F/V OUTSIDER 
227583000,fishing,F/V JOSEPH ROTY 2 
227584000,fishing,F/V MYOSOTIS 
227588930,sailingvessel,PETIT NUAGE
227588970,fishing,ATHENA
227589000,fishing,F/V LE SPHINX 
227589520,fishing,VENUS II
227589980,sailingvessel,AMAZIGH
227590000,fishing,F/V VIRGINIE 
227590030,fishing,AR MEN
227590980,fishing,F/V EN AVANT 
227591030,fishing,SPONTUS
227592000,fishing,F\V BREIZH ARVOR 2 
227592820,passenger,TREBERON 
227593450,pleasurecraft,ROYALE ATLANTIC
227595000,fishing,F/V LES MISERABLES 
227597130,dredger,MYSS
